HD ID,Main ID,HIP ID,HR ID,RA,DEC,Spectral Type,GAIA,GAIA or Hipparcos,Mag,Mag error,LD Diameter [mas],LD Diameter error [mas],Bolometric Flux [10^(-8) erg/s cm^2],Bolometric Flux Error,Bolometric Absolute Magnitude,Parallax [mas],Parallax Error,Distance [pc],Distance error,Radius [R_sun],Radius error,Teff [K],Teff error,Luminosity [L_sun],Luminosity error,Methods of Measurement,Exoplanet Host?,Diameter Sources,Bolometric Flux Sources,ra_deg,dec_deg
HD121860,HD 121860,HIP 68228,,13 58 01.6984,+07 27 47.990,M2III,Gaia DR3 3720978834246967296,GAIA,6.204257,0.002804,2.105,0.04,21.5,0.8,,2.8988,0.0294,344.9703326,3.498733192,78.20874421,1.684582624,3474.441299,46.19907357,798.7310158,33.84945528,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,209.50707666666665,7.463330555555555
HD122316,V* CY CVn,HIP 68417,,14 00 22.3766,+37 52 16.207,M8,Gaia DR3 1495803832068560128,GAIA,6.235467,0.003969,4.015,0.107,50.9,0.9,,1.8027,0.0534,554.7234704,16.43214806,239.8742091,9.558024151,3120.599859,43.81045203,4889.556391,302.3055129,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,210.09323583333332,37.87116861111111
HD127093,V* DX Boo,HIP 70800,,14 28 46.0294,+25 51 13.981,MIII,Gaia DR3 1256116447605381504,GAIA,5.592885,0.003068,2.787,0.05,37.8,1.5,,2.8187,0.0436,354.7734771,5.487679995,106.4901842,2.522541304,3477.009516,46.50411825,1485.226478,74.73147445,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,217.19178916666664,25.85388361111111
HD128902,HD 128902,HIP 71568,HR  5464,14 38 12.5889,+43 38 31.658,K4III,Gaia DR3 1493187509789776000,GAIA,5.173793,0.002861,2.014,0.04,33.5,1.1,,3.495,0.0481,286.1230329,3.937773357,62.06314096,1.499650406,3968.559375,51.13154333,856.1483837,36.68292341,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,219.55245374999996,43.64212722222222
HD133582,* psi Boo,HIP 73745,HR  5616,15 04 26.7429,+26 56 51.533,K2III,Gaia DR3 1268455098373569408,GAIA,4.109814,0.002863,2.491,0.045,74.2,1.5,,12.6144,0.0896,79.27447996,0.563086108,21.26809513,0.4128410493,4353.269221,45.05756756,145.5691356,3.596712279,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,226.11142874999996,26.947648055555558
HD136404,HD 136404,HIP 75046,,15 20 06.1343,+14 33 39.828,,Gaia DR3 1182959445019896192,GAIA,6.586396,0.00299,1.477,0.045,13.4,1.0,,1.8115,0.0218,552.0287055,6.643238079,87.81397205,2.876588728,3685.423202,88.76707871,1274.754976,99.95623102,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,230.02555958333332,14.561063333333333
HD137071,HD 137071,HIP 75257,HR  5726,15 22 37.3710,+39 34 53.261,K4III,Gaia DR3 1388904123294869760,GAIA,4.911481,0.002883,2.422,0.045,47.0,1.2,,1.3232,0.0758,755.7436518,43.29305381,197.1378935,11.87224925,3938.572178,44.39307295,8380.027963,983.6572557,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,230.65571249999996,39.58146138888889
HD138481,* nu.01 Boo,HIP 75973,HR  5763,15 30 55.7595,+40 49 58.974,K4.5IIIbBa0.5,Gaia DR3 1389780502781841536,GAIA,4.360903,0.00292,3.196,0.06,78.2,1.7,,3.3492,0.077,298.5787651,6.86449448,102.7749213,3.050544454,3894.033798,42.23682858,2176.32215,110.6901941,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,232.73233124999996,40.83304833333334
HD139153,* mu. CrB,HIP 76307,HR  5800,15 35 14.9186,+39 00 36.242,M1.5IIIb,Gaia DR3 1377362206141270272,GAIA,4.375866,0.003109,3.552,0.075,87.2,1.6,,4.9176,0.083,203.3512282,3.432192928,77.79312573,2.102875727,3795.719023,43.69223452,1125.663745,43.24893351,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,233.8121608333333,39.01006722222222
HD139374,HD 139374,HIP 76414,,15 36 26.1818,+37 22 35.741,Mb,Gaia DR3 1375538425588398336,GAIA,7.039732,0.00288,1.472,0.045,10.1,0.5,,2.1725,0.0194,460.2991945,4.11038176,72.97422473,2.324095799,3439.757705,67.65160038,668.0368166,35.15743755,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,234.10909083333328,37.37659472222222
HD139971,V* FO Boo,HIP 76684,,15 39 32.0579,+42 41 49.006,Ma,Gaia DR3 1390432066500812800,GAIA,6.606275,0.002897,1.731,0.045,14.6,0.7,,1.555,0.0197,643.0868167,8.147144881,119.8914298,3.467160909,3478.092226,61.4969947,1884.910194,102.2159834,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,234.8835745833333,42.69694611111111
HD144065,HD 144065,HIP 78695,,16 03 52.8818,+03 43 38.063,M2III,Gaia DR3 4413345807383111424,GAIA,7.041136,0.002903,1.449,0.05,10.7,1.2,,2.0409,0.0586,489.9799108,14.06870634,76.46595637,3.432570848,3517.330398,115.7928705,801.9345423,101.0412779,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,240.97034083333332,3.7272397222222224
HD148897,* s Her,HIP 80843,HR  6152,16 30 33.5484,+20 28 45.074,G8.5IIICN-2CH-1Fe-1,Gaia DR3 1297158777130486144,GAIA,4.796257,0.002871,1.917,0.045,39.5,1.3,,4.7137,0.0751,212.1475698,3.379995014,43.80075928,1.242641264,4238.767845,60.75749157,554.9729457,25.42303293,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,247.639785,20.47918722222222
HD150047,V* V903 Her,HIP 81411,,16 37 37.6619,+22 26 41.551,M6,Gaia DR3 1297871672982078976,GAIA,5.610582,0.003025,3.526,0.071,53.9,1.8,,3.0192,0.0415,331.2135665,4.552650706,125.7800868,3.066555661,3377.982933,44.18168094,1845.88055,79.84319598,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,249.4069245833333,22.44487527777778
HD150450,*  42 Her,HIP 81497,HR  6200,16 38 44.8450,+48 55 42.032,M2.5III,Gaia DR3 1410669883680112128,GAIA,4.015113,0.00313,4.407,0.18,135.0,4.2,,7.7288,0.0962,129.3861919,1.610463676,61.41188759,2.622199911,3801.135319,83.06626074,705.5182048,28.11122796,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,249.68685416666662,48.92834222222222
HD153698,HD 153698,HIP 83172,,16 59 52.9041,+27 18 57.365,MIII,Gaia DR3 1306832898906743936,GAIA,6.098048,0.002934,2.216,0.045,25.4,0.8,,2.6141,0.0192,382.5408362,2.809679835,91.29963133,1.971552878,3530.408539,45.36159501,1160.347088,40.32578251,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,254.97043375,27.315934722222224
HD153834,HD 153834,HIP 83254,HR  6325,17 00 58.1352,+22 37 55.546,K3III,Gaia DR3 4565242307971897600,GAIA,5.291079,0.002783,1.375,0.05,24.2,0.7,,2.269,0.0441,440.7227854,8.565832893,65.26640134,2.691055915,4427.962213,86.6424165,1467.388018,71.09952117,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,255.24222999999995,22.63209611111111
HD154301,HD 154301,HIP 83493,HR  6343,17 03 52.6582,+19 41 25.845,K4III,Gaia DR3 4561590692416797696,GAIA,5.779811,0.002795,1.662,0.045,21.1,0.9,,3.7533,0.0264,266.4322063,1.874033583,47.6913049,1.334141642,3891.853804,67.06933258,467.5784553,21.00080152,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,255.96940916666662,19.6905125
HD156966,HD 156966,HIP 84744,,17 19 24.0772,+27 17 01.750,M1III,Gaia DR3 4574299741163124992,GAIA,5.968493,0.002894,1.879,0.045,22.8,1.0,,2.3643,0.0196,422.9581694,3.506314817,85.59446125,2.169231178,3731.829001,60.59102903,1273.292781,59.70322943,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,259.8503216666666,27.283819444444447
HD157617,HD 157617,HIP 85139,HR  6476,17 23 57.6158,+08 51 09.252,K1III,Gaia DR3 4490505410254717056,GAIA,5.389403,0.002798,1.295,0.05,21.1,0.8,,3.4109,0.0428,293.1777537,3.678796757,40.89048355,1.660066804,4408.969995,94.82145885,566.165075,25.74236154,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,260.9900658333333,8.85257
HD163547,HD 163547,HIP 87777,HR  6687,17 55 50.8104,+22 27 51.194,K3III,Gaia DR3 4577242377880998144,GAIA,5.244923,0.00279,1.429,0.05,24.4,0.6,,7.1569,0.0523,139.7253001,1.021061241,21.50447007,0.7686657944,4352.439629,80.70913572,148.7094347,4.253927343,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,268.96171,22.464220555555556
HD163947,V* V971 Her,HIP 87908,,17 57 24.1957,+33 47 34.034,M5III,Gaia DR3 4604656741810135040,GAIA,6.870041,0.003595,2.064,0.041,15.5,0.8,,1.9107,0.0249,523.368399,6.820470579,116.3425703,2.764015857,3233.177083,52.64633461,1325.39487,76.63499897,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,269.35081541666665,33.79278722222222
HD163993,* ksi Her,HIP 87933,HR  6703,17 57 45.8856,+29 14 52.366,G8.5III,Gaia DR3 4584613194593381888,GAIA,3.464802,0.002931,2.204441348,0.015857568,103.0955342,1.236344289,,23.8544,0.1068,41.92098732,0.187687028,9.952942977,0.084330794,5024.144282,23.52502239,56.5589649,0.846484283,[],Not a host,"https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,269.44118999999995,29.247879444444447
HD164064,HD 164064,HIP 88101,HR  6706,17 59 36.7622,-04 49 16.054,K5III,Gaia DR3 4175587035044856320,GAIA,5.209857,0.002888,2.016,0.04,34.1,1.3,,5.7153,0.0784,174.968943,2.400147872,37.9903208,0.9163841689,3984.23315,54.8110868,325.8929081,15.30677826,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,269.9031758333333,-4.821126111111111
HD166013,V* V983 Her,HIP 88761,,18 07 11.4663,+34 49 30.947,,Gaia DR3 4606098854389224960,GAIA,6.218589,0.002906,2.117,0.04,20.1,0.6,,2.768,0.0189,361.2716763,2.466775535,82.37136012,1.654886175,3406.747917,41.01472038,818.9596037,26.88328031,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,271.79777624999997,34.82526305555556
HD168775,* kap Lyr,HIP 89826,HR  6872,18 19 51.7091,+36 03 52.370,K2-IIIabCN0.5,Gaia DR3 4605754569812388480,GAIA,3.997497,0.002951,2.175,0.045,68.9,1.2,,12.7646,0.0814,78.34166366,0.499585684,18.35158232,0.3973141331,4573.267327,51.32949394,132.0089559,2.849685264,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,274.96545458333327,36.06454722222222
HD169305,HD 169305,HIP 89981,HR  6891,18 21 32.6635,+49 07 17.733,M2III,Gaia DR3 2123558588515416320,GAIA,4.165178,0.003344,4.428,0.181,114.0,2.6,,4.9088,0.1096,203.7157757,4.548412855,97.15244596,4.525023887,3635.162423,77.13286972,1476.90571,74.05447713,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,275.38609791666664,49.1215925
HD173213,V* V536 Lyr,HIP 91789,,18 43 01.1390,+29 48 28.301,,Gaia DR3 4587660662870150016,GAIA,6.642208,0.004314,2.527,0.046,23.7,2.0,,2.1317,0.0261,469.1091617,5.743654886,127.6734581,2.800892869,3249.270587,74.65734558,1628.151336,143.0644215,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,280.7547458333333,29.807861388888888
HD173954,HD 173954,HIP 92254,HR  7076,18 48 02.6652,+04 14 29.116,K4III,Gaia DR3 4282079404820594176,GAIA,5.643929,0.002842,1.582,0.045,23.4,1.4,,4.3815,0.042,228.2323405,2.187780053,38.8870616,1.16726312,4093.56922,84.49025434,380.5124049,23.90594265,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,282.011105,4.241421111111111
HD176670,* lam Lyr,HIP 93279,HR  7192,19 00 00.8256,+32 08 43.847,K2.5III:Ba0.5,Gaia DR3 2043600522403619328,GAIA,4.470633,0.002857,2.385,0.045,68.5,3.3,,2.6269,0.093,380.6768434,13.4770819,97.78366429,3.922779344,4360.937524,66.71702198,3098.860917,265.3884947,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,285.00343999999996,32.145513055555554
HD176844,V* V547 Lyr,HIP 93309,HR  7201,19 00 19.0617,+40 41 02.400,M4-IIIa,Gaia DR3 2103815448491466496,GAIA,5.282724,0.003201,3.533,0.071,60.0,1.7,,3.2399,0.0468,308.6515016,4.458437073,117.4447199,2.906640643,3466.31006,42.61423017,1784.377067,72.20439849,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,285.07942375,40.684
HD176981,HD 176981,HIP 93488,HR  7208,19 02 21.5664,+08 22 24.735,K3III,Gaia DR3 4307504546056384896,GAIA,5.652167,0.002834,1.794,0.045,28.1,2.2,,3.2649,0.0796,306.2880946,7.467466792,59.17987176,2.070109841,4024.081559,93.54560891,822.9342664,75.90313903,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,285.58986,8.373537500000001
HD180450,HD 180450,HIP 94630,HR  7302,19 15 24.8594,+30 31 34.977,M0III,Gaia DR3 2039283324364949120,GAIA,5.061636,0.003089,2.783,0.067,50.1,1.2,,3.4206,0.0625,292.346372,5.341650076,87.62587746,2.648340788,3733.397583,50.1936806,1336.693196,58.40470427,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,288.8535808333333,30.5263825
HD186776,V* V973 Cyg,HIP 97151,HR  7523,19 44 49.0396,+40 43 00.495,M3.5III,Gaia DR3 2076422009650303232,GAIA,5.304549,0.005572,2.937,0.05,54.1,0.7,,3.3715,0.0517,296.6038855,4.548248815,93.82147307,2.149652396,3704.663416,33.73466557,1485.762974,49.45595059,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,296.20433166666663,40.71680416666667
HD187849,*  19 Cyg,HIP 97630,HR  7566,19 50 33.9954,+38 43 20.705,M2III,Gaia DR3 2072979060791869568,GAIA,4.299452,0.003589,4.248,0.141,94.0,1.4,,4.571,0.0963,218.7705097,4.60896961,100.0909362,3.934934386,3536.642186,60.15333037,1404.442635,62.76452287,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,297.6416475,38.72241805555556
HD189695,HD 189695,HIP 98526,HR  7648,20 00 58.9762,+08 33 27.850,K5III,Gaia DR3 4299079503851286528,GAIA,5.29286,0.002849,1.975,0.04,29.0,0.5,,4.9878,0.1023,200.4891936,4.112042285,42.64612091,1.229253704,3865.604011,42.54390789,363.8970461,16.19204003,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,300.2457341666666,8.557736111111112
HD191178,V* V344 Sge,HIP 99176,HR  7696,20 08 06.5021,+16 39 51.794,M3III,Gaia DR3 1809450278508701824,GAIA,5.370863,0.003376,2.977,0.05,53.9,1.4,,2.0086,0.0429,497.8592054,10.63335652,159.6271799,4.337213297,3676.285131,39.02533076,4170.618283,208.5031361,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,302.0270920833333,16.66438722222222
HD193347,HD 193347,HIP 100145,,20 18 50.6689,+26 59 28.457,M2III,Gaia DR3 1836074231021663360,GAIA,5.813645,0.002808,2.004,0.04,24.1,0.8,,2.7813,0.0234,359.5440981,3.024963828,77.60171983,1.680912976,3664.011396,47.55747547,972.5679758,36.1952905,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,304.7111204166667,26.991238055555556
HD193579,HD 193579,HIP 100276,HR  7780,20 20 21.4067,+17 47 34.534,K5III,Gaia DR3 1809292258061688064,GAIA,5.224592,0.002845,2.027,0.04,32.3,1.2,,7.0488,0.0628,141.8681194,1.263948175,30.97134211,0.670578389,3919.901643,53.11709305,202.9414412,8.361957733,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,305.08919458333327,17.79292611111111
HD194097,HD 194097,HIP 100486,HR  7797,20 22 37.3070,+31 15 53.873,K2,Gaia DR3 1862036518054929920,GAIA,5.640295,0.002776,1.484,0.045,20.4,0.7,,4.549,0.0277,219.8285337,1.338590984,35.13495721,1.086682024,4084.058978,71.14559588,307.7491682,11.20539883,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,305.6554458333333,31.26496472222222
HD198237,HD 198237,HIP 102585,HR  7966,20 47 20.7681,+45 34 47.763,K3III,Gaia DR3 2166263517070145664,GAIA,5.689029,0.002845,1.931,0.045,24.4,0.5,,3.1619,0.0217,316.2655365,2.170518404,65.77420508,1.597888282,3744.188744,47.65774053,761.8897999,18.79128251,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,311.83653375,45.57993416666667
HD199101,HD 199101,HIP 103145,HR  8005,20 53 53.8916,+33 26 16.413,K5III,Gaia DR3 1866118523683152640,GAIA,4.869454,0.002844,2.35,0.045,44.0,0.7,,5.324,0.061,187.8287002,2.152056858,47.53913556,1.060833679,3933.060724,40.77678118,484.5908137,13.51826894,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,313.4745483333333,33.4378925
HD199697,*  33 Vul,HIP 103511,HR  8032,20 58 16.3506,+22 19 33.266,K3.5III,Gaia DR3 1838852284569803008,GAIA,4.799526,0.002895,2.035,0.04,44.6,1.3,,6.2541,0.1032,159.8951088,2.638457209,35.04459597,0.899389288,4240.850097,51.88590941,355.9621413,15.67349449,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,314.56812749999995,22.325907222222224
HD199799,V* V2141 Cyg,HIP 103476,,20 57 53.1770,+44 47 17.342,MS,Gaia DR3 2163035449703587840,GAIA,5.672529,0.004954,3.499,0.071,50.0,0.9,,1.9323,0.0294,517.5179837,7.874050987,195.0252546,4.946274755,3327.912842,36.9362891,4180.415899,147.7993355,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,314.47157083333326,44.78815055555555
HD205733,V* AB Cyg,HIP 106690,,21 36 33.8075,+32 06 10.010,M4:IIIv,Gaia DR3 1946962418211237504,GAIA,6.673551,0.012598,2.715,0.046,23.6,0.4,,1.9232,0.0266,519.9667221,7.19171943,152.0431464,3.325409647,3131.442903,29.66125439,1991.873237,64.62002479,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,324.14086458333327,32.102780555555555
HD206445,*  26 Aqr,HIP 107144,HR  8287,21 42 10.1125,+01 17 06.914,K2(III),Gaia DR3 2693541327543209472,GAIA,5.170779,0.002793,1.769,0.045,32.5,0.7,,3.098,0.0754,322.7888961,7.856127425,61.49897599,2.165121188,4202.505955,58.04455275,1057.107438,56.26864187,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,325.54213541666667,1.2852538888888887
HD207001,HD 207001,HIP 107361,,21 44 44.1453,+43 25 45.172,K5,Gaia DR3 1972914775277980288,GAIA,6.666746,0.002804,1.417,0.05,11.5,0.4,,1.5066,0.0187,663.7461835,8.238453226,101.2962463,3.789004775,3621.520506,71.23325119,1581.614029,67.58631431,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,326.1839387499999,43.42921444444444
HD207328,HD 207328,,,21 46 16.6043,+58 03 44.912,M3IIIaBa0.5,Gaia DR3 2178333405963459968,GAIA,6.05763,0.002856,2.644,0.045,34.3,1.5,,1.6385,0.0205,610.3143119,7.635912965,173.7946767,3.671164336,3484.128935,48.27078576,3988.410243,200.9546681,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,326.56918458333325,58.06247555555555
HD209857,V* HT Lac,HIP 109033,HR  8421,22 05 16.4991,+46 44 41.407,M4III,Gaia DR3 1975079709369839360,GAIA,4.979425,0.00354,3.885,0.096,66.3,1.0,,3.5303,0.068,283.2620457,5.456142285,118.5225196,3.713412424,3389.099226,43.77973072,1660.691249,68.70459074,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,331.31874624999995,46.74483527777778
HD210514,V* PP Peg,HIP 109437,,22 10 16.9781,+32 17 17.496,M4III,Gaia DR3 1899118337956371968,GAIA,5.987026,0.003262,2.495,0.045,28.0,0.9,,2.2283,0.034,448.7726069,6.847492993,120.5919602,2.848918791,3409.224859,41.17938323,1760.391671,78.02373464,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,332.5707420833333,32.28819333333333
HD211800,HD 211800,HIP 110204,,22 19 23.7089,+15 32 44.759,K2III,Gaia DR3 2735496904552757120,GAIA,6.167546,0.002898,1.616,0.045,21.5,1.5,,2.2766,0.0229,439.2515154,4.418369368,76.44975357,2.263493947,3965.430571,88.49894661,1294.98158,94.02867031,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,334.8487870833333,15.54576638888889
HD212470,V* PV Peg,HIP 110569,,22 23 56.3915,+31 15 42.305,M3,Gaia DR3 1894887176694090496,GAIA,5.488977,0.00599,3.88,0.082,69.5,1.8,,2.4972,0.0562,400.4485023,9.012175969,167.3400384,5.16625916,3431.482213,42.52615884,3479.178783,180.6732515,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,335.9849645833333,31.26175138888889
HD215547,V* V421 Lac,HIP 112339,,22 45 15.8653,+47 12 13.628,,Gaia DR3 1985038849470492288,GAIA,6.474286,0.002852,2.696,0.046,24.0,0.7,,3.2193,0.023,310.6265337,2.219243399,90.19446839,1.668390877,3155.689612,35.4153651,722.9145016,23.4793108,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,341.31610541666663,47.203785555555555
HD216930,V* V337 Peg,HIP 113321,,22 57 00.2382,+14 25 08.133,M,Gaia DR3 2816205593516873600,GAIA,6.64673,0.003185,1.904,0.065,14.5,0.5,,1.8737,0.0261,533.7033677,7.43430533,109.4430915,4.035294814,3310.624634,63.30813224,1289.33711,57.15708803,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,344.25099249999994,14.418925833333333
HD218452,*   4 And,HIP 114200,HR  8804,23 07 39.2672,+46 23 14.030,K5III,Gaia DR3 1936166725851110656,GAIA,4.810415,0.002808,2.014777632,0.030461576,39.54195152,0.897479379,,9.155,0.0779,109.229929,0.929438719,23.70228615,0.4112122781,4135.731904,39.09161914,147.2787184,4.178050861,[],Not a host,"https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,346.9136133333333,46.387230555555554
